rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
5.323 5.321 0.04705939 0.08035778 0.9364131 0.33831754 0.0
5.342 5.341 0.047926273 0.08612659 0.93626195 0.33719274 0.0
5.362 5.362 0.047903687 0.09133551 0.9367013 0.33459494 0.0
5.383 5.382 0.047704704 0.09486877 0.9376209 0.33104575 0.0
5.402 5.401 0.04978751 0.09617019 0.93852466 0.32778642 0.0
5.422 5.421 0.05383444 0.09510651 0.9392762 0.3252948 0.0
5.442 5.442 0.058712807 0.09539921 0.93935627 0.3241324 0.0
5.462 5.461 0.060887463 0.09723426 0.93914086 0.32380995 0.0
5.484 5.482 0.060686488 0.099527456 0.9387584 0.3242595 0.0
5.504 5.502 0.059552208 0.101151355 0.937772 0.32681152 0.0
5.522 5.522 0.05998182 0.10280881 0.935838 0.3317224 0.0
5.542 5.541 0.062192723 0.103805736 0.934205 0.33558533 0.0
5.562 5.562 0.060394492 0.10276011 0.9343314 0.33588353 0.0
5.582 5.581 0.053062912 0.09920625 0.935993 0.33355612 0.0
5.602 5.602 0.046723187 0.0947058 0.9376734 0.33108366 0.0
5.622 5.621 0.045301665 0.09103601 0.9383074 0.33051398 0.0
5.643 5.642 0.046543226 0.08822201 0.93816453 0.33150858 0.0
5.662 5.661 0.047621816 0.085393555 0.9379563 0.33268327 0.0
5.682 5.682 0.047580402 0.08257446 0.9379473 0.3334254 0.0
5.702 5.701 0.046142977 0.07898849 0.93813235 0.33397532 0.0
5.722 5.722 0.042922106 0.074326515 0.9385878 0.33419517 0.0
5.742 5.741 0.03930814 0.07026439 0.939105 0.33406538 0.0
5.763 5.762 0.038435306 0.068387024 0.93902653 0.33477616 0.0
5.782 5.782 0.040554423 0.06774522 0.9384562 0.33625278 0.0
5.803 5.802 0.044808943 0.06772201 0.9373405 0.33881965 0.0
5.822 5.821 0.04989773 0.06853617 0.9358034 0.34217706 0.0
5.842 5.842 0.054702 0.06974385 0.9340598 0.34594193 0.0
5.862 5.861 0.058893964 0.07136506 0.9321721 0.34999093 0.0
5.884 5.882 0.061999798 0.073993385 0.9303556 0.3537223 0.0
5.903 5.902 0.06307415 0.07731396 0.92885464 0.3567539 0.0
5.923 5.922 0.062303152 0.080440186 0.92791224 0.35864547 0.0
5.942 5.941 0.06021882 0.08228538 0.9277119 0.359101 0.0
5.963 5.962 0.058501374 0.08299473 0.92815435 0.35807693 0.0
5.982 5.981 0.057896674 0.083414204 0.92879254 0.35641897 0.0
6.002 6.002 0.05763046 0.08391138 0.92944646 0.35463622 0.0
6.023 6.022 0.05785011 0.08389663 0.9302832 0.35240316 0.0
6.042 6.042 0.059885126 0.08328433 0.93121713 0.3497315 0.0
6.062 6.061 0.064339824 0.08207622 0.9317894 0.34769583 0.0
6.082 6.081 0.069179066 0.082358144 0.9314404 0.3476353 0.0
6.103 6.102 0.070581384 0.08426679 0.93105686 0.3479232 0.0
6.122 6.121 0.06603777 0.08442986 0.9326056 0.34461188 0.0
6.142 6.142 0.05742243 0.07754974 0.9366849 0.33661562 0.0
6.165 6.162 0.052601606 0.06415622 0.9409083 0.32834238 0.0
6.183 6.182 0.053228013 0.053104244 0.94281906 0.32471383 0.0
6.202 6.201 0.053359434 0.052355718 0.9426388 0.32533652 0.0
6.222 6.221 0.049807712 0.055842444 0.94205505 0.32700643 0.0
6.242 6.241 0.04471192 0.0579003 0.9421036 0.32724485 0.0
6.262 6.261 0.039775334 0.056563646 0.94308907 0.32527137 0.0
6.282 6.281 0.03572356 0.053715374 0.9446275 0.32174125 0.0
6.302 6.301 0.032758236 0.051342048 0.9463532 0.3173429 0.0
6.322 6.321 0.030661117 0.050438028 0.9479468 0.31291038 0.0
6.343 6.341 0.02967777 0.05064586 0.9494244 0.30846003 0.0
6.362 6.362 0.030006096 0.05076512 0.9509064 0.30380857 0.0
6.383 6.382 0.03131972 0.050175335 0.9524021 0.2990513 0.0
6.403 6.402 0.03275768 0.05035696 0.9534893 0.29537988 0.0
