rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
3.489 3.478 0.010994078 0.17910403 0.9686372 0.17188066 0.0
3.500 3.489 0.010913443 0.17899753 0.9687193 0.17153348 0.0
3.513 3.499 0.010951481 0.17887267 0.9687407 0.17154038 0.0
3.519 3.509 0.011011321 0.17877428 0.96875274 0.17157105 0.0
3.529 3.518 0.011081924 0.17869821 0.9687559 0.17162797 0.0
3.539 3.528 0.011323646 0.1784774 0.9687564 0.17183949 0.0
3.549 3.538 0.011608395 0.17810461 0.96878505 0.1720452 0.0
3.563 3.548 0.0116523 0.17789255 0.968801 0.1721719 0.0
3.570 3.558 0.011407267 0.17793442 0.9687892 0.17221099 0.0
3.579 3.568 0.011062739 0.17817563 0.96876854 0.1721004 0.0
3.589 3.578 0.010648126 0.17856714 0.9687236 0.17197436 0.0
3.600 3.588 0.010104262 0.17896214 0.9687078 0.17168498 0.0
3.609 3.598 0.009595881 0.17924385 0.9686858 0.1715442 0.0
3.619 3.608 0.009079301 0.17936288 0.9687209 0.17124927 0.0
3.629 3.618 0.008449833 0.17938194 0.9688659 0.17043968 0.0
3.639 3.628 0.007461525 0.17963208 0.9690231 0.16932505 0.0
