rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
5.974 5.973 -0.0048565837 0.056792706 0.9672755 0.24724303 0.0
5.994 5.993 -0.006576706 0.057192657 0.9673472 0.24683008 0.0
6.014 6.013 -0.00850992 0.059033964 0.9673951 0.24614888 0.0
6.034 6.033 -0.009682893 0.060451545 0.96740186 0.24573459 0.0
6.054 6.053 -0.009654378 0.060752433 0.96744305 0.24549918 0.0
6.074 6.073 -0.0091646295 0.06121918 0.9679326 0.24346396 0.0
6.094 6.093 -0.008784037 0.06222988 0.96824604 0.24197124 0.0
6.114 6.113 -0.008325034 0.063230306 0.9684384 0.240956 0.0
6.134 6.133 -0.007905797 0.06391967 0.96853644 0.24039339 0.0
6.154 6.153 -0.0075502424 0.064589344 0.96854264 0.24020073 0.0
6.174 6.173 -0.0074005947 0.06525492 0.9685119 0.24014947 0.0
6.194 6.193 -0.007337464 0.065593004 0.96856856 0.23983057 0.0
6.214 6.213 -0.0072892453 0.06575376 0.96860754 0.2396307 0.0
6.234 6.233 -0.00721416 0.065986164 0.9686253 0.23949698 0.0
6.254 6.253 -0.0074559725 0.066399716 0.9686405 0.23931408 0.0
6.273 6.273 -0.0074988166 0.06666789 0.968704 0.23898092 0.0
6.294 6.293 -0.007628446 0.06635336 0.96879 0.23871556 0.0
6.314 6.313 -0.008019023 0.06609507 0.9689199 0.23824649 0.0
6.334 6.333 -0.008185682 0.06642268 0.9690004 0.2378221 0.0
6.353 6.353 -0.0078775985 0.067193665 0.96896404 0.23776425 0.0
6.373 6.373 -0.007478909 0.067689344 0.96887445 0.23800129 0.0
6.394 6.393 -0.007351272 0.06807651 0.9687453 0.23842019 0.0
